price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Hands,Indexes,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Display,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,feature_Day-Night Indicator,feature_Month,feature_Tourbillon,feature_Dual Time,feature_Retrograde,feature_Date,feature_Small Seconds,feature_Perpetual Calendar,feature_Triple Time-zone,feature_Jumping Hours,feature_Flying Tourbillon,feature_Power Reserve Indicator,feature_Year,feature_Moon Phase,luminosity_on_Hands,luminosity_on_Hour,luminosity_on_Bezel,luminosity_on_Dial,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,precious_stone_on_Buckle
2690000,Bovet,Manual Winding,42.0,9.05,Round,Steel,Sapphire Crystal,Spade,Roman Numerals,Leather,Tang,Men,30.0,5.0,Switzerland,Analog,168.0,35.0,0,No Bezel,0,21600.0,None,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446000,BVLGARI,Quartz,35.0,,Drop,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208500,Frederique Constant,Automatic,34.0,9.67,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Folding,Women,50.0,2.0,Switzerland,Analog,38.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25600,Maserati,Quartz,42.0,11.8,Round,G-S Hybrid,Mineral Crystal,,,Leather,Tang,Men,100.0,2.0,China,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37000,Tissot,Quartz,35.0,9.6,Tonneau,Steel,Sapphire Crystal,,,Steel,Others,Unisex,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43500,Tissot,Quartz,41.0,10.2,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50500,Tissot,Quartz,41.0,10.2,Round,G-S Hybrid,Sapphire Crystal,,,Leather,Tang,Men,50.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37000,Tissot,Quartz,35.0,9.6,Tonneau,Steel,Sapphire Crystal,,,Steel,Folding,Unisex,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9660000,Bovet,Manual Winding,46.3,15.95,Round,Gold,Sapphire Crystal,Spade,Arabic Numerals,Leather,Tang,Men,30.0,5.0,Switzerland,Analog,168.0,37.0,0,No Bezel,1,21600.0,None,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
869300,Frederique Constant,Automatic,41.0,12.65,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,50.0,2.0,Switzerland,Analog,38.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1626400,Omega,Manual Winding,43.0,,Round,Gold,Sapphire Crystal,,,Leather,Others,Men,50.0,5.0,Switzerland,Analog,60.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949400,Omega,Manual Winding,40.0,,Round,Gold,Sapphire Crystal,,,Leather,Others,Men,30.0,5.0,Switzerland,Analog,72.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432000,Corum,Automatic,47.0,18.5,Round,Steel,Sapphire Crystal,Skeleton,,Rubber,Tang,Men,100.0,2.0,Switzerland,Analog,38.0,25.0,0,No Bezel,0,,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471000,Corum,Automatic,42.0,10.3,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,Analog,42.0,0.0,0,No Bezel,1,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229000,MeisterSinger,Automatic,40.0,10.5,Round,Steel,Sapphire Crystal,,Arabic Numerals,Leather,Tang,Men,50.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135000,Louis Erard,Automatic,41.0,,Round,Steel,Sapphire Crystal,,,Leather,Tang,Men,100.0,3.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43920,Zeppelin,Automatic,40.0,,Round,G-S Hybrid,Mineral Crystal,,,Leather,Others,Men,50.0,2.0,Germany,Analog,,26.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189500,Frederique Constant,Automatic,41.0,10.84,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,50.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390000,Grand Seiko,Manual Winding,37.3,11.6,Round,Steel,Sapphire Crystal,Dauphine,Baton,Leather,Tang,Men,30.0,5.0,Japan,Analog,72.0,24.0,0,No Bezel,0,28000.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314000,Baume & Mercier,Automatic,40.0,11.3,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Switzerland,Analog,120.0,0.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239700,TAG Heuer,Quartz,43.0,12.4,Round,Steel,Sapphire Crystal,Baton,Arabic Numerals,Steel,Folding,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
174000,Longines,Automatic,28.2,10.3,Rectangular,Steel,Sapphire Crystal,,,Steel,Folding,Men,30.0,5.0,Switzerland,Analog,45.0,0.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143000,Longines,Quartz,29.0,4.5,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,30.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149000,Junghans,Automatic,39.5,10.3,Round,G-S Hybrid,Sapphire Crystal,,Stick,Leather,Tang,Men,50.0,2.0,Germany,Analog,38.0,25.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,Seiko,Automatic,28.0,11.2,Round,Steel,Hardlex Crystal,,,Leather,Others,Women,100.0,2.0,Japan,Analog,41.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226000,MeisterSinger,Automatic,43.0,13.2,Round,Steel,Sapphire Crystal,,Arabic Numerals,Steel,Folding,Men,300.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98000,Raymond Weil,Quartz,22.6,6.4,Rectangular,Steel,Sapphire Crystal,Stick,Roman Numerals,Steel,Folding,Women,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118000,Raymond Weil,Quartz,30.0,7.35,Round,Steel,Sapphire Crystal,Baton,Roman Numerals,Steel,Folding,Women,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
363000,Raymond Weil,Automatic,43.5,13.7,Round,Ceramic,Sapphire Crystal,Baton,Baton,Leather,Folding,Men,100.0,2.0,Switzerland,Analog,62.0,27.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
370000,Raymond Weil,Automatic,43.5,13.7,Round,Ceramic,Sapphire Crystal,Baton,Baton,Steel,Folding,Men,100.0,2.0,Switzerland,Analog,62.0,27.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
365600,Rado,Automatic,43.0,14.6,Round,Ceramic,Sapphire Crystal,,,Ceramic,Folding,Men,300.0,5.0,Switzerland,Analog,80.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
365600,Rado,Automatic,43.0,14.6,Round,Ceramic,Sapphire Crystal,,,Ceramic,Others,Men,300.0,5.0,Switzerland,Analog,80.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42000,Tissot,Quartz,36.0,9.7,Round,Steel,Sapphire Crystal,,,Steel,Folding,Unisex,300.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
590000,Grand Seiko,Automatic,40.0,12.9,Round,Steel,Sapphire Crystal,Dauphine,Baton,Steel,Folding,Men,100.0,5.0,Japan,Analog,55.0,37.0,0,No Bezel,0,36000.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913300,Panerai,Automatic,44.0,13.2,Cushion,Steel,Sapphire Crystal,,,Rubber,Tang,Men,300.0,2.0,Switzerland,Analog,72.0,23.0,0,Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
913300,Panerai,Automatic,44.0,13.3,Cushion,Steel,Sapphire Crystal,,,Rubber,Tang,Men,300.0,2.0,Switzerland,Analog,72.0,23.0,0,Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1067100,Panerai,Automatic,44.0,13.3,Cushion,Ceramic,Sapphire Crystal,,,Others,Tang,Men,300.0,2.0,Switzerland,Analog,72.0,23.0,0,Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
143000,Longines,Quartz,29.0,4.5,Round,Steel,Sapphire Crystal,,,Steel,Others,Women,30.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1020000,Hublot,Automatic,42.0,,Round,Titanium,Sapphire Crystal,,,Rubber,Others,Men,50.0,2.0,Switzerland,Analog,42.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190000,Hublot,Automatic,42.0,,Round,Ceramic,Sapphire Crystal,,,Rubber,Others,Men,50.0,2.0,Switzerland,Analog,42.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298000,Longines,Automatic,42.0,13.9,Round,Ceramic,Sapphire Crystal,,,Leather,Folding,Men,100.0,5.0,Switzerland,Analog,72.0,0.0,0,Bi-directional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632000,IWC,Automatic,41.0,13.0,Round,Gold,Sapphire Crystal,Leaf,Arabic Numerals,Leather,Tang,Men,30.0,2.0,Switzerland,Analog,46.0,27.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2820000,Jaeger-LeCoultre,Automatic,40.0,10.95,Round,Gold,Sapphire Crystal,Dauphine,,Leather,Tang,Men,50.0,2.0,Switzerland,Analog,70.0,34.0,1,No Bezel,0,28800.0,None,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
450000,Grand Seiko,Spring Drive,40.0,12.3,Round,Steel,Sapphire Crystal,Dauphine,Baton,Steel,Folding,Men,100.0,5.0,Japan,Analog,72.0,30.0,0,No Bezel,0,32768.0,None,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123000,Frederique Constant,Automatic,40.0,10.3,Round,G-S Hybrid,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189500,Frederique Constant,Automatic,40.0,10.0,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,60.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21200,Maserati,Quartz,32.0,9.0,Round,Steel,Mineral Crystal,,,G-S Hybrid,Others,Women,50.0,2.0,China,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410000,Grand Seiko,Manual Winding,37.3,11.7,Round,Steel,Sapphire Crystal,Dauphine,Baton,Leather,Tang,Men,30.0,5.0,Japan,Analog,72.0,24.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305000,Baume & Mercier,Automatic,42.0,10.66,Round,Steel,Sapphire Crystal,,,Rubber,Others,Men,100.0,2.0,Switzerland,Analog,,26.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813800,Breitling,Automatic,43.0,13.6,Round,Steel,Sapphire Crystal,Pencil,Baton,Leather,Folding,Men,30.0,5.0,Switzerland,Analog,70.0,47.0,0,Bi-directional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
823100,Breitling,Automatic,46.0,13.9,Round,Steel,Sapphire Crystal,Pencil,Baton,Leather,Folding,Men,30.0,5.0,Switzerland,Analog,70.0,47.0,0,Bi-directional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
804500,Breitling,Automatic,41.0,13.6,Round,Steel,Sapphire Crystal,Pencil,Baton,Leather,Folding,Men,30.0,5.0,Switzerland,Analog,70.0,47.0,0,Bi-directional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
128000,Longines,Quartz,30.5,9.3,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,30.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151000,Longines,Quartz,30.5,9.3,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,30.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
127400,Rado,Quartz,44.9,10.1,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,5.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39000,Tissot,Quartz,32.0,7.4,Round,Steel,Sapphire Crystal,,,Steel,Butterfly,Women,50.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45500,Tissot,Quartz,40.0,10.4,Tonneau,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Butterfly,Men,100.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128000,Longines,Quartz,30.5,9.3,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,30.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206000,Longines,Automatic,26.0,8.7,Tonneau,Steel,Sapphire Crystal,,,Leather,Folding,Women,30.0,5.0,Switzerland,Analog,45.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290700,TAG Heuer,Quartz,30.0,12.0,Round,Steel,Sapphire Crystal,Plongeur,Diamond,Steel,Folding,Women,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
50250,Luminox,Quartz,44.0,12.0,Round,Steel,Sapphire Crystal,,,Rubber,Others,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309000,Longines,Automatic,42.0,13.9,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,5.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
249300,Rado,Automatic,37.0,10.3,Round,Steel,Sapphire Crystal,,,Leather,Others,Unisex,100.0,5.0,Switzerland,,,0.0,0,No Bezel,1,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790000,Parmigiani,Automatic,42.8,11.86,Round,Steel,Sapphire Crystal,Delta,Arabic Numerals,Leather,Tang,Men,30.0,2.0,Switzerland,Analog,50.0,28.0,0,No Bezel,0,28800.0,None,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189000,MeisterSinger,Automatic,40.0,10.3,Round,Steel,Sapphire Crystal,,Arabic Numerals,Leather,Tang,Men,50.0,2.0,Switzerland,Analog,38.0,25.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40575,Luminox,Quartz,42.0,14.0,Round,Others,Mineral Crystal,,,Rubber,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392000,NORQAIN,Automatic,42.0,11.8,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,Analog,41.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
406700,NORQAIN,Automatic,40.0,14.9,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,Analog,62.0,27.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
396000,NORQAIN,Automatic,40.0,14.9,Round,Steel,Sapphire Crystal,,,Others,Tang,Men,100.0,2.0,Switzerland,Analog,62.0,27.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
371500,NORQAIN,Automatic,40.0,14.9,Round,Bronze,Sapphire Crystal,,,Others,Tang,Unisex,100.0,4.0,Switzerland,Analog,70.0,28.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
371500,NORQAIN,Automatic,40.0,14.9,Round,Bronze,Sapphire Crystal,,,Leather,Tang,Unisex,100.0,4.0,Switzerland,Analog,70.0,28.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
190000,Baume & Mercier,Automatic,42.0,8.93,Round,Steel,Sapphire Crystal,,,Others,Tang,Men,50.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
162000,Baume & Mercier,Quartz,27.0,8.65,Rectangular,Steel,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,Baume & Mercier,Automatic,36.0,9.57,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,50.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188000,Baume & Mercier,Quartz,27.5,8.65,Rectangular,Steel,Sapphire Crystal,,,Steel,Others,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,Baume & Mercier,Automatic,36.0,9.77,Round,Steel,Sapphire Crystal,,,Steel,Others,Women,50.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855600,Breitling,Automatic,46.0,13.9,Round,Steel,Sapphire Crystal,Pencil,Baton,Steel,Folding,Men,30.0,5.0,Switzerland,Analog,70.0,47.0,0,Bi-directional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
804500,Breitling,Automatic,41.0,13.6,Round,Steel,Sapphire Crystal,,,Leather,Folding,Men,30.0,5.0,Switzerland,Analog,70.0,47.0,0,Bi-directional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69500,Tissot,Automatic,40.0,10.9,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,Analog,80.0,23.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940000,Zenith,Automatic,44.0,14.5,Round,Carbon-based,Sapphire Crystal,Baton,Baton,Rubber,Folding,Unisex,100.0,2.0,Switzerland,Analog,50.0,53.0,0,No Bezel,0,36000.0,None,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
156000,Maurice Lacroix,Quartz,44.0,11.0,Round,Titanium,Sapphire Crystal,Alpha,Baton,Rubber,Tang,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242000,Maurice Lacroix,Automatic,38.0,12.0,Round,Ceramic,Sapphire Crystal,,,Steel,Folding,Men,300.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
211000,Maurice Lacroix,Automatic,38.0,12.0,Round,Ceramic,Sapphire Crystal,,,Rubber,Tang,Men,300.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
417500,Frederique Constant,Automatic,42.0,12.1,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Switzerland,Analog,38.0,0.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224000,Longines,Automatic,41.0,9.4,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,30.0,5.0,Switzerland,Analog,72.0,0.0,0,No Bezel,0,25200.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
196000,Longines,Automatic,41.0,9.4,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,30.0,5.0,Switzerland,Analog,72.0,0.0,0,No Bezel,0,25200.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,Baume & Mercier,Automatic,42.0,8.93,Round,Steel,Sapphire Crystal,,,Others,Others,Men,50.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380000,Jaeger-LeCoultre,Automatic,42.0,11.97,Round,Steel,Sapphire Crystal,Skeleton,,Steel,Folding,Men,100.0,2.0,Switzerland,Analog,70.0,54.0,1,No Bezel,0,28800.0,None,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
895000,Jaeger-LeCoultre,Automatic,40.0,8.78,Round,Steel,Sapphire Crystal,Dauphine,,Leather,Folding,Men,50.0,2.0,Switzerland,Analog,70.0,32.0,1,No Bezel,1,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
219300,TAG Heuer,Quartz,43.0,12.4,Round,Ceramic,Sapphire Crystal,Baton,Arabic Numerals,Rubber,Tang,Men,200.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
227500,Frederique Constant,Automatic,40.0,8.3,Round,G-S Hybrid,Sapphire Crystal,,,Leather,Others,Men,30.0,2.0,Switzerland,Analog,42.0,25.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
