price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,feature_Day-Night Indicator,feature_Month,feature_Tourbillon,feature_Dual Time,feature_Retrograde,feature_Date,feature_Small Seconds,feature_Perpetual Calendar,feature_Triple Time-zone,feature_Jumping Hours,feature_Flying Tourbillon,feature_Power Reserve Indicator,feature_Year,feature_Moon Phase,luminosity_on_Hands,luminosity_on_Hour,luminosity_on_Bezel,luminosity_on_Dial,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,precious_stone_on_Buckle
450000,Baume & Mercier,Automatic,42.0,13.2,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,120.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334000,Baume & Mercier,Automatic,33.0,9.57,Dodecagon,Steel,Sapphire Crystal,Steel,Others,Women,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186000,Maurice Lacroix,Automatic,41.0,11.307926666666676,Round,Steel,Sapphire Crystal,Nylon,Butterfly,Men,100.0,2.0,Switzerland,38.0,26.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
196000,Maurice Lacroix,Automatic,41.0,11.298366666666674,Round,Steel,Sapphire Crystal,Steel,Butterfly,Men,100.0,2.0,Switzerland,38.0,26.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
262000,Maurice Lacroix,Automatic,39.0,11.0,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Women,200.0,2.0,Switzerland,38.0,26.0,1,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
270000,Louis Erard,Automatic,39.0,12.25,Round,Steel,Sapphire Crystal,Leather,Tang,Unisex,50.0,3.0,Switzerland,38.0,31.0,1,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245000,Longines,Automatic,34.0,9.2,Round,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,5.0,Switzerland,72.0,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
446400,Breitling,Automatic,35.0,9.9,Round,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,2.0,Switzerland,38.0,26.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249000,Doxa,Automatic,45.0,16.25,Round,Steel,Sapphire Crystal,Steel,Folding,Men,1500.0,2.0,Switzerland,50.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
469700,Breitling,Automatic,42.0,12.5,Round,Ceramic,Sapphire Crystal,Steel,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
451100,Breitling,Automatic,42.0,12.5,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
474300,Breitling,Automatic,44.0,12.6,Round,Ceramic,Sapphire Crystal,Steel,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
455700,Breitling,Automatic,44.0,12.6,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
82000,Tissot,Automatic,39.3,9.8,Round,Steel,Sapphire Crystal,Steel,Butterfly,Men,30.0,2.0,Switzerland,80.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510000,Corum,Automatic,42.0,10.3,Round,Bronze,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334000,Titoni,Automatic,42.0,14.45,Round,Carbon-based,Sapphire Crystal,Rubber,Folding,Men,600.0,2.0,Switzerland,72.0,32.0,0,Unidirectional Rotating Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
344000,Titoni,Automatic,42.0,14.45,Round,Carbon-based,Sapphire Crystal,Rubber,Folding,Men,600.0,2.0,Switzerland,72.0,32.0,0,Unidirectional Rotating Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
54000,Zeppelin,Automatic,41.0,12.13698000000002,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Germany,39.13,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21920,Zeppelin,Quartz,40.0,10.0,Round,Steel,Mineral Crystal,Steel,Folding,Men,50.0,2.0,Germany,38.011520000000054,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8570000,Bovet,Manual Winding,43.5,15.7,Round,Gold,Sapphire Crystal,Leather,Tang,Men,30.0,5.0,Switzerland,120.0,41.0,0,No Bezel,1,21600.0,No coating,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25600,Maserati,Quartz,34.0,8.769860000000024,Round,G-S Hybrid,Mineral Crystal,Steel,Others,Women,100.0,2.0,China,35.63944000000009,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600,Maserati,Quartz,45.0,11.4,Dodecagon,Steel,Mineral Crystal,Steel,Others,Men,100.0,2.0,China,36.45784000000008,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22000,Maserati,Quartz,34.0,8.5,Round,Steel,Mineral Crystal,G-S Hybrid,Others,Women,100.0,2.0,China,34.7120000000001,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22000,Maserati,Quartz,34.0,9.17,Round,Steel,Mineral Crystal,Steel,Others,Women,100.0,2.0,China,34.7828800000001,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,Corum,Automatic,47.0,18.5,Round,Steel,Sapphire Crystal,Rubber,Tang,Men,100.0,2.0,Switzerland,42.0,25.0,0,No Bezel,0,28000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399000,Baume & Mercier,Quartz,34.9,6.92,Rectangular,Titanium,Sapphire Crystal,Leather,Tang,Women,50.0,2.0,Switzerland,97.98103999999995,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,Baume & Mercier,Quartz,34.9,6.92,Rectangular,Steel,Sapphire Crystal,Leather,Tang,Women,50.0,2.0,Switzerland,93.58103999999994,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43000,Seiko,Automatic,39.52,11.79,Round,Steel,Hardlex Crystal,Steel,Others,Men,50.0,2.0,Japan,41.0,23.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438000,IWC,Automatic,40.0,9.2,Round,Steel,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,50.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489000,IWC,Automatic,40.0,10.8,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,120.0,21.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
815000,IWC,Automatic,43.0,14.8,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,46.0,33.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
233000,Longines,Automatic,40.0,9.35,Round,Steel,Sapphire Crystal,Leather,Folding,Men,30.0,5.0,Switzerland,72.0,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720000,Jaeger-LeCoultre,Quartz,40.1,7.87,Rectangular,Steel,Sapphire Crystal,Leather,Tang,Women,30.0,2.0,Switzerland,36.14024000000006,0.0,1,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18400,Maserati,Quartz,44.0,12.5,Round,Steel,Mineral Crystal,Silicone,Tang,Men,50.0,2.0,China,40.89864,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24800,Maserati,Quartz,42.0,11.35,Round,Steel,Mineral Crystal,Steel,Others,Men,100.0,2.0,China,36.20488000000009,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30800,Maserati,Quartz,34.0,8.5,Round,G-S Hybrid,Mineral Crystal,G-S Hybrid,Others,Women,100.0,2.0,China,35.54744000000009,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26400,Maserati,Quartz,40.0,10.7,Round,G-S Hybrid,Mineral Crystal,Steel,Folding,Men,100.0,2.0,China,37.11712000000007,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27500,Tissot,Quartz,34.0,6.9,Round,G-S Hybrid,Sapphire Crystal,Leather,Others,Women,50.0,2.0,Switzerland,57.38895999999996,3.0,1,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185400,Frederique Constant,Automatic,39.0,10.34,Round,Steel,Sapphire Crystal,Steel,Others,Men,50.0,2.0,Switzerland,38.0,26.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
341500,Frederique Constant,Automatic,41.0,14.22,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,100.0,2.0,Switzerland,60.0,26.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1709500,Frederique Constant,Automatic,42.0,12.15,Round,Gold,Sapphire Crystal,Leather,Others,Men,30.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
132500,Frederique Constant,Automatic,40.0,10.5,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980300,Omega,Automatic,41.0,5.2,Round,G-S Hybrid,Sapphire Crystal,Leather,Folding,Men,50.0,5.0,Switzerland,60.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25200,Zeppelin,Quartz,42.0,13.117399999999998,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,42.91535999999997,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
26320,Zeppelin,Quartz,42.0,11.410418666666697,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,38.773680000000034,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26800,Zeppelin,Quartz,42.0,11.410418666666697,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,38.773680000000034,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50250,Luminox,Quartz,44.0,12.315159999999997,Round,Steel,Sapphire Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,39.50632000000001,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2300000,Jacob & Co.,Manual Winding,44.0,13.33244000000004,Round,Titanium,Sapphire Crystal,Rubber,Others,Men,50.0,2.0,Switzerland,48.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50250,Luminox,Quartz,44.0,12.0,Round,Steel,Sapphire Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,37.40888000000008,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57375,Luminox,Quartz,44.0,12.0,Round,Steel,Sapphire Crystal,Steel,Others,Men,200.0,2.0,Switzerland,37.56600000000008,0.0,0,Unidirectional Rotating Bezel,0,21600.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32850,Luminox,Quartz,45.0,14.0,Round,Carbon-based,Mineral Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,45.90151999999996,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
40575,Luminox,Quartz,45.0,14.0,Round,Carbon-based,Mineral Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,47.73015999999997,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32850,Luminox,Quartz,45.0,14.0,Round,Carbon-based,Mineral Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,45.90151999999996,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
27500,Tissot,Quartz,40.0,7.1,Round,G-S Hybrid,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,60.06359999999997,3.0,1,No Bezel,0,21600.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236700,Rado,Quartz,33.0,7.8,Round,Ceramic,Sapphire Crystal,Leather,Others,Women,50.0,5.0,Switzerland,66.52463999999998,0.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
451100,Breitling,Automatic,42.0,12.5,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
50250,Luminox,Quartz,44.0,12.0,Round,Steel,Sapphire Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,35.203200000000116,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
651100,Panerai,Manual Winding,45.0,12.858408571428551,Cushion,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,72.0,19.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
990000,Zenith,Automatic,39.5,13.6,Round,Steel,Sapphire Crystal,Steel,Folding,Unisex,100.0,2.0,Switzerland,60.0,35.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
804500,Breitling,Automatic,41.0,13.9,Round,Steel,Sapphire Crystal,Leather,Folding,Men,30.0,5.0,Switzerland,70.0,47.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
423200,Breitling,Automatic,35.0,9.9,Round,Steel,Sapphire Crystal,Leather,Tang,Women,30.0,2.0,Switzerland,38.0,26.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2078000,Corum,Automatic,39.89,11.75,Tonneau,Steel,Sapphire Crystal,Rubber,Folding,Men,50.0,2.0,Switzerland,50.0,0.0,0,No Bezel,1,28800.0,DLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
740000,Corum,Automatic,47.0,20.8,Round,Titanium,Sapphire Crystal,Rubber,Tang,Men,100.0,2.0,Switzerland,55.0,28.0,0,No Bezel,1,28800.0,PVD,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196000,Tissot,Automatic,35.0,10.9,Tonneau,G-S Hybrid,Sapphire Crystal,Steel,Butterfly,Women,100.0,2.0,Switzerland,80.0,23.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
65000,Seiko,Solar Powered,41.4,13.0,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Japan,47.542,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
520000,Corum,Automatic,32.0,8.378140000000004,Dodecagon,Steel,Sapphire Crystal,Rubber,Tang,Women,50.0,2.0,Switzerland,40.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
243800,Rado,Automatic,38.0,9.6,Square,Ceramic,Sapphire Crystal,Titanium,Others,Unisex,50.0,5.0,Switzerland,78.96455999999999,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810000,Jaeger-LeCoultre,Manual Winding,49.4,10.9,Rectangular,Gold,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,42.0,19.0,1,No Bezel,0,21600.0,No coating,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
924600,Omega,Automatic,40.5,12.328586666666695,Round,Steel,Sapphire Crystal,Steel,Folding,Men,50.0,5.0,Switzerland,60.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
890000,Hublot,Automatic,42.0,10.8192213333333,Round,Ceramic,Sapphire Crystal,Rubber,Others,Men,50.0,2.0,Switzerland,42.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719712,Carl F. Bucherer,Automatic,40.0,14.45,Round,Steel,Sapphire Crystal,Others,Folding,Men,30.0,2.0,Switzerland,56.0,29.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226000,MeisterSinger,Automatic,41.5,10.5,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520000,Grand Seiko,Spring Drive,41.0,12.5,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,5.0,Japan,72.0,30.0,0,No Bezel,0,32768.0,No coating,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476400,Rado,Automatic,43.0,14.505360000000097,Round,Ceramic,Sapphire Crystal,Titanium,Others,Men,300.0,5.0,Switzerland,80.0,25.0,0,Unidirectional Rotating Bezel,1,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1700000,Arnold & Son,Manual Winding,41.5,8.75,Round,Steel,Sapphire Crystal,Steel,Tang,Men,30.0,2.0,Switzerland,90.0,24.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600000,Arnold & Son,Manual Winding,41.5,8.75,Round,Steel,Sapphire Crystal,Rubber,Tang,Men,30.0,2.0,Switzerland,90.0,24.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,Oris,Automatic,40.0,11.7,Round,Steel,Sapphire Crystal,Leather,Tang,Unisex,50.0,2.0,Switzerland,120.0,24.0,1,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1230000,Hublot,Automatic,44.0,12.45895333333337,Round,Steel,Sapphire Crystal,Rubber,Others,Men,100.0,2.0,Switzerland,44.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780000,Louis Moinet,Automatic,45.4,13.543779999999987,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,22.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1930000,Louis Moinet,Automatic,45.4,13.543779999999987,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,22.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2000000,Louis Moinet,Automatic,45.4,13.543779999999987,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,22.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1780000,Louis Moinet,Automatic,45.4,14.35095999999998,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,22.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1780000,Louis Moinet,Automatic,45.4,14.483549428571397,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,22.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
455700,Breitling,Automatic,36.0,12.6,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1890000,Louis Moinet,Automatic,43.2,13.991526666666655,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,22.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28800,Maserati,Quartz,45.0,11.529399999999955,Round,Steel,Mineral Crystal,Steel,Butterfly,Men,100.0,2.0,China,37.79056000000008,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22800,Maserati,Quartz,42.0,11.1537315238095,Round,G-S Hybrid,Mineral Crystal,Leather,Others,Men,50.0,2.0,China,37.696880000000036,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26400,Maserati,Quartz,42.0,11.986155238095224,Round,G-S Hybrid,Mineral Crystal,G-S Hybrid,Others,Men,50.0,2.0,China,39.55840000000001,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238200,Rado,Automatic,42.0,11.849162380952384,Round,G-S Hybrid,Sapphire Crystal,Steel,Others,Men,300.0,5.0,Switzerland,80.0,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
86500,Tissot,Automatic,40.0,9.40221333333338,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,2.0,Switzerland,80.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663000,TAG Heuer,Automatic,45.0,15.75,Round,Titanium,Sapphire Crystal,Titanium,Folding,Men,1000.0,2.0,Switzerland,70.0,28.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
