price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,luminosity_on_Hands,luminosity_on_Hour,luminosity_on_Bezel,luminosity_on_Dial,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,feature_Triple Time-zone,feature_Flying Tourbillon,feature_Month,feature_Perpetual Calendar,feature_Tourbillon,feature_Small Seconds,feature_Day-Night Indicator,feature_Dual Time,feature_Retrograde,feature_Jumping Hours,feature_Moon Phase,feature_Power Reserve Indicator,feature_Date,feature_Year
460000,Bell & Ross,Automatic,42.0,10.565569047619135,Square,Bronze,Sapphire Crystal,Rubber,Tang,Men,300.0,2.0,Switzerland,54.0,25.0,0,Unidirectional Rotating Bezel,1,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1203100,Omega,Automatic,45.5,18.1,Round,Steel,Sapphire Crystal,Rubber,Tang,Men,600.0,5.0,Switzerland,60.0,38.0,0,Unidirectional Rotating Bezel,0,25200.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
810000,Bell & Ross,Automatic,41.0,12.8,Square,Titanium,Sapphire Crystal,Rubber,Folding,Men,100.0,2.0,Switzerland,70.0,28.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
570000,Grand Seiko,Spring Drive,44.2,14.0,Round,Steel,Sapphire Crystal,Steel,Folding,Men,200.0,5.0,Japan,72.0,30.0,0,Unidirectional Rotating Bezel,0,36000.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
280000,Oris,Automatic,40.0,12.0,Round,Bronze,Sapphire Crystal,Bronze,Folding,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26400,Maserati,Quartz,44.0,11.4,Round,Steel,Mineral Crystal,G-S Hybrid,Others,Men,100.0,2.0,China,37.605040000000045,0.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
205000,Rado,Quartz,28.0,6.752019999999953,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,62.66895999999999,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353400,Breitling,Automatic,36.0,11.2,Round,Steel,Sapphire Crystal,Rubber,Tang,Women,200.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69500,Tissot,Automatic,40.0,10.9,Tonneau,Steel,Sapphire Crystal,Steel,Butterfly,Men,100.0,2.0,Switzerland,80.0,23.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
511500,Breitling,Automatic,41.0,11.6,Round,Steel,Sapphire Crystal,Steel,Folding,Men,30.0,2.0,Switzerland,38.0,26.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790900,Omega,Manual Winding,42.0,13.2,Round,Steel,Sapphire Crystal,Steel,Others,Men,50.0,5.0,Switzerland,50.0,26.0,0,No Bezel,0,21600.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2540000,Gerald Charles,Automatic,39.0,9.026439999999928,Cushion,Steel,Sapphire Crystal,Rubber,Tang,Unisex,100.0,2.0,Switzerland,50.0,28.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1480000,Ulysse Nardin,Automatic,44.0,14.8,Round,Titanium,Sapphire Crystal,Rubber,Tang,Men,300.0,2.0,Switzerland,60.0,50.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
341500,Frederique Constant,Automatic,34.0,9.8,Round,Steel,Sapphire Crystal,Steel,Folding,Women,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,1,28800.0,No coating,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
73000,Maurice Lacroix,Quartz,40.0,8.0,Round,Steel,Sapphire Crystal,Leather,Tang,Unisex,50.0,2.0,Switzerland,34.97592000000009,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95500,Ernest Borel,Automatic,40.0,9.55,Round,Steel,Sapphire Crystal,Steel,Folding,Men,30.0,5.0,Switzerland,38.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
353000,Bremont,Automatic,40.0,13.0,Round,Ceramic,Sapphire Crystal,Nylon,Others,Men,300.0,3.0,England,38.0,21.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1236500,Omega,Automatic,45.5,18.1,Round,Steel,Sapphire Crystal,Steel,Folding,Men,600.0,5.0,Switzerland,60.0,0.0,0,Unidirectional Rotating Bezel,0,36000.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,Baume & Mercier,Automatic,42.0,10.931789999999971,Dodecagon,Steel,Sapphire Crystal,Steel,Others,Men,100.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1900000,Arnold & Son,Automatic,45.0,17.26,Round,Steel,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,45.0,29.0,0,No Bezel,1,28800.0,No coating,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446400,Breitling,Automatic,36.0,11.4,Round,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,2.0,Switzerland,38.0,26.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220900,Rado,Automatic,38.0,12.1,Oval,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Butterfly,Unisex,100.0,5.0,Switzerland,80.0,25.0,1,No Bezel,0,28800.0,PVD,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3400000,Parmigiani,Automatic,40.0,10.7,Round,Platinum,Sapphire Crystal,Steel,Folding,Men,60.0,2.0,Switzerland,48.0,31.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,Raymond Weil,Automatic,34.5,9.3,Square,Steel,Sapphire Crystal,Steel,Folding,Women,100.0,2.0,Switzerland,41.0,26.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60500,Tissot,Quartz,38.0,8.875129999999995,Round,Steel,Sapphire Crystal,Steel,Others,Women,100.0,2.0,Switzerland,59.88871999999995,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147500,Rado,Quartz,38.5,9.63442266666664,Oval,Steel,Sapphire Crystal,Steel,Others,Men,100.0,5.0,Switzerland,76.42439999999998,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
437000,Longines,Automatic,42.0,17.0,Round,Ceramic,Sapphire Crystal,Others,Folding,Men,100.0,5.0,Switzerland,68.0,0.0,1,Bi-directional Rotating Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224000,Tudor,Automatic,41.0,10.6,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,5.0,Switzerland,38.0,25.0,0,No Bezel,0,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
590000,Grand Seiko,Automatic,40.0,12.9,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,5.0,Japan,55.0,37.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85000,CIGA Design,Automatic,46.0,15.0,Round,Steel,Sapphire Crystal,Rubber,Tang,Men,30.0,2.0,China,40.0,30.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147400,Omega,Quartz,28.0,8.5,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Butterfly,Women,30.0,5.0,Switzerland,48.6188,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26320,Zeppelin,Quartz,42.0,11.731520000000033,Round,Steel,Mineral Crystal,Leather,Others,Men,100.0,2.0,Germany,41.390800000000006,4.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37000,Tissot,Quartz,35.0,9.6,Tonneau,Steel,Sapphire Crystal,Steel,Others,Unisex,100.0,2.0,Switzerland,57.56463999999995,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
958000,Omega,Manual Winding,43.0,13.0,Round,Ceramic,Sapphire Crystal,Steel,Folding,Men,50.0,5.0,Switzerland,60.0,44.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
351000,Louis Erard,Automatic,44.0,15.0,Round,Titanium,Sapphire Crystal,Leather,Folding,Men,50.0,3.0,Switzerland,48.0,25.0,0,No Bezel,1,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
205900,Rado,Automatic,41.8,10.785553333333343,Round,Steel,Sapphire Crystal,Steel,Others,Men,50.0,5.0,Switzerland,79.25285714285714,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
265900,Rado,Automatic,38.0,9.7,Square,Ceramic,Sapphire Crystal,Ceramic,Butterfly,Unisex,50.0,5.0,Switzerland,80.0,25.0,0,No Bezel,0,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698544,Carl F. Bucherer,Automatic,44.6,13.45,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,500.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451000,Corum,Automatic,42.0,12.106400666666692,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
835500,Omega,Automatic,44.0,16.097240000000095,Round,Steel,Sapphire Crystal,Steel,Folding,Men,300.0,5.0,Switzerland,60.0,0.0,0,Unidirectional Rotating Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4270000,Parmigiani,Automatic,40.0,7.8,Round,Gold,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,48.0,29.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
890000,Edouard Koehn,Automatic,43.0,15.0,Dodecagon,Ceramic,Sapphire Crystal,Rubber,Tang,Men,100.0,3.0,Switzerland,48.0,29.0,0,No Bezel,1,28800.0,PVD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26800,Zeppelin,Quartz,40.0,10.130640000000005,Round,Steel,Others,Leather,Others,Men,30.0,2.0,Germany,40.64592000000001,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
158000,Raymond Weil,Automatic,39.5,9.25,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,41.0,26.0,0,No Bezel,0,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158000,Doxa,Automatic,39.0,10.7,Round,Steel,Sapphire Crystal,Steel,Folding,Men,200.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235000,Oris,Automatic,41.5,13.0,Round,Ceramic,Sapphire Crystal,Steel,Folding,Men,300.0,2.0,Switzerland,41.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2170000,Louis Moinet,Automatic,45.4,14.181459999999998,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,48.0,22.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51000,Tissot,Quartz,45.5,11.92,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Men,100.0,2.0,Switzerland,71.29959999999996,0.0,1,No Bezel,0,32768.0,PVD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25600,Maserati,Quartz,44.0,11.626149999999955,Round,Steel,Mineral Crystal,Steel,Folding,Men,100.0,2.0,China,36.08336000000007,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
125000,Longines,Quartz,38.0,5.4,Round,Steel,Sapphire Crystal,Steel,Folding,Unisex,30.0,2.0,Switzerland,55.86023999999997,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217000,Longines,Quartz,23.0,7.057219999999967,Rectangular,Steel,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,2.0,Switzerland,40.668400000000005,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
598000,Corum,Automatic,42.0,12.229926666666664,Round,Steel,Sapphire Crystal,Rubber,Others,Men,100.0,2.0,Switzerland,42.0,37.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45000,Seiko,Automatic,40.5,11.8,Round,Steel,Hardlex Crystal,Leather,Folding,Men,50.0,2.0,Japan,41.0,24.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116000,Longines,Quartz,34.0,8.0,Round,Steel,Sapphire Crystal,Steel,Folding,Women,50.0,2.0,Switzerland,60.50703999999999,24.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
637100,Breitling,Automatic,44.0,14.5,Round,G-S Hybrid,Sapphire Crystal,Steel,Folding,Men,200.0,5.0,Switzerland,70.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
456800,Omega,Quartz,26.0,7.5,Round,Steel,Sapphire Crystal,Leather,Tang,Women,30.0,5.0,Switzerland,48.02592,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460000,Bell & Ross,Automatic,42.0,12.0,Square,Ceramic,Sapphire Crystal,Rubber,Tang,Men,300.0,2.0,Switzerland,54.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280000,Baume & Mercier,Automatic,42.0,11.805030000000052,Round,Bronze,Sapphire Crystal,Rubber,Tang,Men,100.0,2.0,Switzerland,45.778,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
864900,Breitling,Automatic,36.0,11.4,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Women,30.0,2.0,Switzerland,38.0,26.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334000,Titoni,Automatic,42.0,14.45,Round,Carbon-based,Sapphire Crystal,Rubber,Folding,Men,600.0,2.0,Switzerland,72.0,32.0,0,Unidirectional Rotating Bezel,0,21600.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1490000,CVSTOS,Automatic,42.0,14.221420000000016,Tonneau,Titanium,Sapphire Crystal,Titanium,Folding,Men,50.0,2.0,Switzerland,42.0,26.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
210500,Rado,Quartz,28.0,6.7,Round,G-S Hybrid,Sapphire Crystal,Gold,Folding,Women,30.0,5.0,Switzerland,63.276639999999986,0.0,0,No Bezel,0,25200.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37500,Tissot,Quartz,45.0,11.0,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,68.98071999999998,4.0,1,No Bezel,0,28800.0,PVD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
867888,Carl F. Bucherer,Automatic,34.0,9.65,Round,Steel,Sapphire Crystal,Steel,Folding,Women,30.0,2.0,Switzerland,38.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23200,Maserati,Quartz,44.0,10.9,Round,Steel,Mineral Crystal,Steel,Others,Men,100.0,2.0,China,35.88960000000007,0.0,0,No Bezel,0,21600.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278500,Louis Erard,Manual Winding,42.0,11.478220000000023,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,3.0,Switzerland,63.568,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2140000,Others,Manual Winding,38.5,13.8,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,168.0,31.0,0,No Bezel,1,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45000,Seiko,Automatic,42.5,13.6,Round,Steel,Hardlex Crystal,Steel,Folding,Men,100.0,2.0,Japan,41.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140000,Others,Quartz,42.0,9.7,Round,G-S Hybrid,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,45.00503999999997,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69500,Seiko,Kinetic Powered,42.9,11.619573333333317,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Japan,44.654,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
270000,Louis Erard,Automatic,39.0,12.25,Round,Steel,Sapphire Crystal,Leather,Tang,Unisex,50.0,3.0,Switzerland,38.0,31.0,1,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
166200,Rado,Automatic,40.3,8.3,Round,Others,Sapphire Crystal,Leather,Folding,Men,50.0,5.0,Switzerland,72.0,21.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020000,CVSTOS,Automatic,41.0,13.257283809523818,Tonneau,Ceramic,Sapphire Crystal,Rubber,Folding,Men,100.0,2.0,Switzerland,42.0,21.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1350000,Bell & Ross,Automatic,42.0,14.25,Square,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Men,100.0,2.0,Switzerland,60.0,26.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
138000,Raymond Weil,Automatic,39.5,9.2,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,41.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
596000,Bremont,Automatic,43.0,16.5,Round,Titanium,Sapphire Crystal,Rubber,Tang,Men,500.0,3.0,England,42.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30000,Seiko,Quartz,43.0,11.6,Round,Steel,Sapphire Crystal,Others,Tang,Men,100.0,2.0,Japan,38.57136000000001,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5379000,BVLGARI,Quartz,35.0,8.963869999999996,Drop,Gold,Sapphire Crystal,Gold,Others,Women,30.0,5.0,Switzerland,28.914560000000215,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191000,Nivada Grenchen,Automatic,39.0,13.0,Cushion,Ceramic,Sapphire Crystal,Rubber,Tang,Men,1000.0,2.0,Switzerland,38.0,25.0,1,No Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000,Tissot,Quartz,42.0,10.724780000000028,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,67.02287999999994,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76000,Maurice Lacroix,Quartz,40.0,11.0,Round,Others,Sapphire Crystal,Rubber,Tang,Men,100.0,5.0,Switzerland,50.37903999999995,0.0,1,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
286800,Omega,Quartz,28.0,7.446840000000014,Round,Steel,Sapphire Crystal,Steel,Others,Women,30.0,5.0,Switzerland,48.00192,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000,Seiko,Solar Powered,41.4,13.0,Round,G-S Hybrid,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Japan,49.036,0.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
32850,Luminox,Quartz,43.0,13.0,Round,Carbon-based,Mineral Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,42.33503999999999,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1702300,Frederique Constant,Automatic,40.0,12.19,Round,Gold,Sapphire Crystal,Leather,Folding,Men,30.0,2.0,Switzerland,50.0,32.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2690000,Hublot,Automatic,45.0,12.856480000000028,Round,Ceramic,Sapphire Crystal,Rubber,Others,Men,100.0,2.0,Switzerland,43.934,0.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560000,Bell & Ross,Automatic,42.0,12.6,Square,Ceramic,Sapphire Crystal,Rubber,Tang,Men,100.0,2.0,Switzerland,42.0,37.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
633000,Eberhard & Co.,Automatic,42.0,13.95,Round,Ceramic,Sapphire Crystal,Steel,Others,Men,50.0,2.0,Switzerland,42.0,53.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
95000,Raymond Weil,Quartz,39.0,7.89,Round,Steel,Sapphire Crystal,Steel,Folding,Men,50.0,2.0,Switzerland,34.52064000000009,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
545900,Omega,Automatic,42.0,13.6,Round,Steel,Sapphire Crystal,Rubber,Tang,Men,300.0,5.0,Switzerland,55.0,35.0,0,Unidirectional Rotating Bezel,0,25200.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1247600,Omega,Automatic,44.25,13.964120000000063,Round,Ceramic,Sapphire Crystal,Others,Others,Men,50.0,5.0,Switzerland,60.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3370000,Louis Moinet,Automatic,40.7,13.485599999999973,Round,Titanium,Sapphire Crystal,Rubber,Folding,Men,50.0,2.0,Switzerland,48.0,30.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
